,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,group_popularity,notes
898,GMBTTTIX,2021-01-12,2021-01-12,"Terms of Trade for Goods for Gambia, The",2004-01-01,2021-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:02:18-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
899,COGTTTIX,2021-01-12,2021-01-12,"Terms of Trade for Goods for Congo, Republic of",2004-01-01,2021-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:04:01-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
900,TZAENEERIX,2021-01-12,2021-01-12,Nominal Effective Exchange Rate as Based on Consumer Price Index for Tanzania,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:02:53-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
901,COMENEERIX,2021-01-12,2021-01-12,Nominal Effective Exchange Rate as Based on Consumer Price Index for Comoros,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:04:00-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
902,ZAFEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for South Africa,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:02:22-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
903,MOZEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Mozambique,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:02:19-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
904,GABEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Gabon,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:52-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
905,MWIEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Malawi,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:21-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
906,BFAEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Burkina Faso,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:02:37-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
907,CPVENEERIX,2021-01-12,2021-01-12,Nominal Effective Exchange Rate as Based on Consumer Price Index for Cabo Verde,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:58-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
908,GMBENEERIX,2021-01-12,2021-01-12,"Nominal Effective Exchange Rate as Based on Consumer Price Index for Gambia, The",2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:44-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
909,COGENEERIX,2021-01-12,2021-01-12,"Nominal Effective Exchange Rate as Based on Consumer Price Index for Congo, Republic of",2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:04:02-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
910,CIVTTTIX,2021-01-12,2021-01-12,Terms of Trade for Goods for Cote d'Ivoire,2004-01-01,2021-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:04:04-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
911,GNQEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Equatorial Guinea,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:41-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
912,CPVEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Cabo Verde,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:58-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
913,GNBEREERIX,2021-01-12,2021-01-12,Real Effective Exchange Rate as Based on Consumer Price Index for Guinea-Bissau,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:43-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
914,CIVENEERIX,2021-01-12,2021-01-12,Nominal Effective Exchange Rate as Based on Consumer Price Index for Cote d'Ivoire,2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:04:05-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
915,GMBEREERIX,2021-01-12,2021-01-12,"Real Effective Exchange Rate as Based on Consumer Price Index for Gambia, The",2004-01-01,2019-01-01,Annual,A,Index,Index,Not Seasonally Adjusted,NSA,2020-10-22 13:03:44-05,1,1,"Annual data observations begin 8 years before the year of publication. Projected data include the year of publication and the subsequent 5 years. Data and projections presented are IMF staff forecast estimates as of September 18, 2015.

Copyright © 2016, International Monetary Fund. Reprinted with permission. Complete terms of use and contact details are available at http://www.imf.org/external/terms.htm."
916,FPCPITOTLZGTJK,2021-01-12,2021-01-12,"Inflation, consumer prices for Tajikistan",2001-01-01,2016-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2018-10-26 16:11:21-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
917,FPCPITOTLZGMMR,2021-01-12,2021-01-12,"Inflation, consumer prices for Myanmar",1960-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-07-02 15:37:52-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
918,FPCPITOTLZGMDG,2021-01-12,2021-01-12,"Inflation, consumer prices for Madagascar",1965-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-11-04 16:37:04-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
919,FPCPITOTLZGCMR,2021-01-12,2021-01-12,"Inflation, consumer prices for Cameroon",1969-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-11-04 16:39:28-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
920,FPCPITOTLZGMUS,2021-01-12,2021-01-12,"Inflation, consumer prices for Mauritius",1964-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:54-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
921,FPCPITOTLZGMLT,2021-01-12,2021-01-12,"Inflation, consumer prices for Malta",1960-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:18-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
922,FPCPITOTLZGKSV,2021-01-12,2021-01-12,"Inflation, consumer prices for Kosovo",2003-01-01,2014-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2015-04-22 11:47:04-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
923,FPCPITOTLZGLSO,2021-01-12,2021-01-12,"Inflation, consumer prices for Lesotho",1974-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:53-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
924,FPCPITOTLZGBRB,2021-01-12,2021-01-12,"Inflation, consumer prices for Barbados",1967-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:24-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
925,FPCPITOTLZGMNE,2021-01-12,2021-01-12,"Inflation, consumer prices for Montenegro",2006-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-07-01 14:54:59-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
926,FPCPITOTLZGBTN,2021-01-12,2021-01-12,"Inflation, consumer prices for Bhutan",1981-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:54-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
927,FPCPITOTLZGGRD,2021-01-12,2021-01-12,"Inflation, consumer prices for Grenada",1977-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-09-20 12:01:31-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
928,FPCPITOTLZGFJI,2021-01-12,2021-01-12,"Inflation, consumer prices for Fiji",1970-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:19-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
929,FPCPITOTLZGBDI,2021-01-12,2021-01-12,"Inflation, consumer prices for Burundi",1966-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:24-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
930,FPCPITOTLZGSWZ,2021-01-12,2021-01-12,"Inflation, consumer prices for Swaziland",1966-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-11-04 16:39:34-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
931,FPCPITOTLZGVUT,2021-01-12,2021-01-12,"Inflation, consumer prices for Vanuatu",1977-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:40:01-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
932,FPCPITOTLZGARM,2021-01-12,2021-01-12,"Inflation, consumer prices for Armenia",1994-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:55-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
933,FPCPITOTLZGSDN,2021-01-12,2021-01-12,"Inflation, consumer prices for the Sudan",1960-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:25-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
934,FPCPITOTLZGMAR,2021-01-12,2021-01-12,"Inflation, consumer prices for Morocco",1960-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:18-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
935,FPCPITOTLZGPRY,2021-01-12,2021-01-12,"Inflation, consumer prices for Paraguay",1960-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:24-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
936,FPCPITOTLZGMLI,2021-01-12,2021-01-12,"Inflation, consumer prices for Mali",1989-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:53-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
937,FPCPITOTLZGOMN,2021-01-12,2021-01-12,"Inflation, consumer prices for Oman",2001-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:53-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
938,FPCPITOTLZGBHS,2021-01-12,2021-01-12,"Inflation, consumer prices for the Bahamas",1967-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-07-02 15:37:49-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
939,FPCPITOTLZGLVA,2021-01-12,2021-01-12,"Inflation, consumer prices for Latvia",1992-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:54-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
940,FPCPITOTLZGBLR,2021-01-12,2021-01-12,"Inflation, consumer prices for Belarus",1993-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-07-02 15:37:49-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
941,FPCPITOTLZGBHR,2021-01-12,2021-01-12,"Inflation, consumer prices for Bahrain",1966-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-07-01 14:56:01-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
942,FPCPITOTLZGNAM,2021-01-12,2021-01-12,"Inflation, consumer prices for Namibia",2003-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-11-04 16:39:18-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
943,FPCPITOTLZGUGA,2021-01-12,2021-01-12,"Inflation, consumer prices for Uganda",1994-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:47-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
944,FPCPITOTLZGGIN,2021-01-12,2021-01-12,"Inflation, consumer prices for Guinea",2005-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-11-04 16:39:29-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
945,FPCPITOTLZGLBR,2021-01-12,2021-01-12,"Inflation, consumer prices for Liberia",2002-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-07-01 14:55:37-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
946,FPCPITOTLZGSEN,2021-01-12,2021-01-12,"Inflation, consumer prices for Senegal",1968-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:52-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
947,FPCPITOTLZGTGO,2021-01-12,2021-01-12,"Inflation, consumer prices for Togo",1967-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:52-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
948,FPCPITOTLZGSLB,2021-01-12,2021-01-12,"Inflation, consumer prices for the Solomon Islands",1972-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:40:02-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
949,FPCPITOTLZGCYM,2021-01-12,2021-01-12,"Inflation, consumer prices for Cayman Islands",2010-01-01,2016-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-09-12 11:48:26-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
950,FPCPITOTLZGNER,2021-01-12,2021-01-12,"Inflation, consumer prices for Niger",1964-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:53-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
951,FPCPITOTLZGNCL,2021-01-12,2021-01-12,"Inflation, consumer prices for New Caledonia",2011-01-01,2016-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-09-12 11:48:26-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
952,FPCPITOTLZGMAC,2021-01-12,2021-01-12,"Inflation, consumer prices for Macao",1989-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-07-01 14:54:59-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
953,FPCPITOTLZGBEN,2021-01-12,2021-01-12,"Inflation, consumer prices for Benin",1993-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-07-02 20:25:02-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
954,FPCPITOTLZGKGZ,2021-01-12,2021-01-12,"Inflation, consumer prices for the Kyrgyz Republic",1996-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:53-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
955,FPCPITOTLZGSYC,2021-01-12,2021-01-12,"Inflation, consumer prices for Seychelles",1971-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:47-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
956,FPCPITOTLZGATG,2021-01-12,2021-01-12,"Inflation, consumer prices for Antigua and Barbuda",1999-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-03-03 10:53:55-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
957,FPCPITOTLZGGEO,2021-01-12,2021-01-12,"Inflation, consumer prices for Georgia",1995-01-01,2019-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2020-05-21 14:39:18-05,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
958,FPCPITOTLZGTTO,2021-01-12,2021-01-12,"Inflation, consumer prices for Trinidad and Tobago",1960-01-01,2018-01-01,Annual,A,Percent,%,Not Seasonally Adjusted,NSA,2019-12-20 11:34:31-06,1,1,"Inflation as measured by the consumer price index reflects the annual percentage change in the cost to the average consumer of acquiring a basket of goods and services that may be fixed or changed at specified intervals, such as yearly. The Laspeyres formula is generally used.

International Monetary Fund, International Financial Statistics and data files."
